"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"The collected works of Jane Austen","Novels","006732485","Monograph","Language material ; Text","Volume","GB8032368","","9780706411508","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","Octopus","1980","","1184 pages, 22 cm","823.7","X.989/88359","Fiction in English--1800-1837--Texts","","English","",""
"The complete Jane Austen addict","Confessions of a Jane Austen addict ; Pride and prejudice ; Rude awakenings of a Jane Austen addict","017987810","Monograph","Language material ; Text","Online resource","GBB6I8365","","9781408819814","Rigler, Laurie Viera","","person","author","Austen, Jane, 1775-1817 [person] ; Rigler, Laurie Viera, author [person]","","","England","London","Bloomsbury","2011","","1 online resource (850 pages)","813.6","ELD.DS.80945","Time travel ; Time travel--Fiction ; Austen, Jane, 1775-1817--Appreciation--Fiction ; California--Los Angeles ; Art appreciation ; Manners and customs ; Fiction--General ; Modern & contemporary fiction (post c 1945) ; Los Angeles (Calif.)--Social life and customs--21st century--Fiction ; Single women--Fiction","Fantasy ; Fiction ; Romance fiction","English","",""
"The complete Jane Austen collection","Emma ; Mansfield Park ; Northanger Abbey ; Novels. Selections ; Persuasion ; Pride and prejudice ; Sense and sensibility","019520550","Monograph","Language material ; Text","Volume","GBB9E6858","","9781782264736","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","England","Leicester","Sweet Cherry","2019","","6 volumes, 21 cm","823.7","","Young adult fiction, English ; England--Social life and customs--Fiction","Fiction","English","",""
"The complete illustrated novels of Jane Austen. Vol. 1","Mansfield Park ; Novels ; Persuasion ; Pride and prejudice","006742815","Monograph","Language material ; Text","Volume","GB8618089","","9780907486978","Austen, Jane","1775-1817","person","author","Thomson, Hugh, 1860-1920, illustrator [person] ; Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","England","London","Chancellor","1985","","832 pages, illustrations, 22 cm","823.7","YC.1986.a.3416","Fiction in English--1800-1837--Texts","","English","",""
"The complete novels of Jane Austen : Sense and sensibility, Pride and prejudice, Mansfield Park Emma, Northanger Abbey, Persuasion & Lady Susan","Emma ; Lady Susan ; Mansfield Park ; Northanger Abbey ; Novels ; Persuasion ; Pride and prejudice ; Sense and sensibility","019782264","Monograph","Language material ; Text","Volume","GBC053239","","9780141993744","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Penguin English library","","England","London","Penguin","2020","","1 volume, 20 cm","823.7","","England--Social life and customs--18th century--Fiction","Fiction","English","Originally published: Ware: Wordsowrth Editions, 2007",""
"The complete novels of Jane Austen : Sense and sensibility, Pride and prejudice, Mansfield Park, Emma, Northanger Abbey, Persuasion & Lady Susan","Novels","014556145","Monograph","Language material ; Text","Volume","GBA953500","","9781840225563","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","Wordsworth library collection","","England","Ware","Wordsworth","2007","","1433 pages, 24 cm","823.7","Nov.2009/879","","","English","",""
"The complete novels of Jane Austen","Emma ; Lady Susan ; Mansfield Park ; Northanger Abbey ; Novels ; Persuasion ; Pride and prejudice ; Sense and sensibility","016215837","Monograph","Language material ; Text","Volume","GBB2B7860","","9781937994181","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Knickerbocker classics","","United States of America","New York","Race Point","2012","","xii, 1220 pages, 25 cm","823.7","YC.2014.b.70","Social classes--England--History--Fiction ; England--Social life and customs--Fiction","Fiction","English","In slip-case",""
"The complete novels of Jane Austen","Emma ; Lady Susan ; Mansfield Park ; Northanger Abbey ; Novels. Selections ; Persuasion ; Pride and prejudice ; Sense and sensibility","017896403","Monograph","Language material ; Text","Volume","GBB686095","","9780785834212","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","United States of America","Edison","Chartwell","2016","","1 volume, 25 cm","823.7","","","","English","",""
"The complete novels of Jane Austen","Emma ; Lady Susan ; Mansfield Park ; Northanger Abbey ; Novels. Selections ; Persuasion ; Pride and prejudice ; Sense and sensibility","019576070","Monograph","Language material ; Text","Volume","GBB9H1171","","9781631066436","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Knickerbocker classics","","United States of America","New York","Rock Point","2019","","1 volume, 24 cm","823.7","","England--Social life and customs--Fiction","Fiction","English","",""
"The complete novels of Jane Austen","Emma ; Mansfield Park ; Northanger Abbey ; Novels. Selections ; Persuasion ; Pride and prejudice ; Sense and sensibility","019546084","Monograph","Language material ; Text","Volume","GBB9F9007","","9781684129065","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","United States of America","San Diego","Canterbury Classics","2019","","1 volume, 24 cm","823.7","","England--Social life and customs--Fiction","Fiction","English","",""
"The complete novels of Jane Austen","Emma ; Mansfield Park ; Northanger Abbey ; Persuasion ; Pride and prejudice ; Sense and sensibility","016234546","Monograph","Language material ; Text","Volume","GBB2C8596","","9781612184142","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person]","","","England ; United States of America","Grand Haven, Michigan ; London","Brilliance Audio ; Diamond","2012","","1 volume","823.7","","Young adult fiction, English","","English","",""
"The complete novels of Jane Austen","Novels","011311043","Monograph","Language material ; Text","Volume","GB96Y8640","","9780140259445","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","Penguin","1996","","1344 pages, 20 cm","823.7","H.96/2008","English fiction--19th century","","English","",""
"The complete novels","Novels","011942225","Monograph","Language material ; Text","Volume","GB9412367","","9780192822840","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","Oxford","Oxford University Press","1994","","viii, 1538 pages, 20 cm","823.7","H.94/1542","English fiction ; England--Social life and customs--Fiction","","English","",""
"The complete novels","Novels","013464243","Monograph","Language material ; Text","Volume","GBA646070","","9780143039501","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","Penguin","2006","New edition, Penguin classics deluxe edition, introduction by Karen Joy Fowler","xiii, 1278 pages, 24 cm","823.7","H.2006/4490","Young women--England--Fiction ; England--Social life and customs--Fiction","Fiction","English","Previous edition: 1996",""
"The complete novels","Novels","013607349","Monograph","Language material ; Text","Volume","GBA698087","","9780141030173","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","England","London","Penguin","2007","","1278 pages, 20 cm","823.7","H.2007/3407","","","English","Originally published: 2006",""
"The complete works of Jane Austen","Works. Selections","019727257","Monograph","Language material ; Text","Online resource (ebook)","GBC032145","","9782291084143","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817, author [person]","","","France","Saint-Germain-en-Laye","Oregan France","2020","","1 online resource","823.7","","","","English","",""
"The complete works","Emma ; Jane Austen : the works in eight volumes ; Lady Susan ; Mansfield Park ; Northanger Abbey ; Persuasion ; Pride and prejudice ; Sanditon ; Sense and sensibility ; Watsons ; Works","017811164","Monograph","Language material ; Text","Online resource","GBB753313","","9781443810975","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person] ; Halsey, Katie, writer [person]","","","England","Newcastle upon Tyne","Cambridge Scholars ; Classic Texts","2008","New edition","1 online resource","823.7","ELD.DS.56478","Man-woman relationships--Fiction ; Classic fiction (pre c 1945) ; Families--England--Fiction ; Courtship--Fiction ; England--Social life and customs--Fiction ; Young women--Fiction ; Manners and customs","Domestic fiction ; Fiction ; Romance fiction","English","",""
"The complete world of Jane Austen : an illustrated guide","Jane Austen","016226698","Monograph","Language material ; Still image ; Text","Volume","GBB381176","","9781849310628","Nixon, Lauren","","person","author","Nixon, Lauren, author [person]","","","England","Cambridge","Worth Press","2012","","120 pages, illustrations (black and white and colour), colour maps, 22 cm","823.7","YK.2013.a.15799","Austen, Jane, 1775-1817 ; Austen, Jane, 1775-1817--Criticism and interpretation","","English","",""
"The confession of Fitzwilliam Darcy","Pride and prejudice","010279645","Monograph","Language material ; Text","Volume","GBB256095","","9780754073048 ; 9780754073055 ; 9780786256662","Street, Mary","","person","author","Austen, Jane, 1775-1817 [person] ; Street, Mary, author [person]","","","England","Bath","Chivers","2003","Large print edition","281 pages (large print), 22 cm","823.914","LT.2012.x.2153","Landowners--Fiction ; Bennet, Elizabeth (Fictitious character)--Fiction ; Darcy, Fitzwilliam (Fictitious character)--Fiction ; Large type books ; Rich people--Fiction ; England--Fiction ; Social classes--Fiction ; Poor families--Fiction","Fiction ; Historical fiction ; Romance fiction","English","A retelling of the story of Jane Austen's novel Pride and prejudice from the point of view of Mr. Darcy ; Standard print edition originally published: London : Robert Hale, 1999",""
"The crisis of female identity in the novels of Jane Austen and Shashi Deshpande : a comparative study","","017440052","Monograph","Language material ; Text","Volume","","","9789381539828 ; 9789381698990","Anand, Sweta","","person","author","Anand, Sweta, author [person]","","","India","Varanasi","Kala Prakashan","2014","First edition","144 pages, 22 cm","823.7","YP.2015.a.4494","Deshpande, Shashi--Criticism and interpretation ; Austen, Jane, 1775-1817--Criticism and interpretation ; Feminism in literature","","English","Originally presented as the author's thesis (Ph. D.) --Patna University",""
"The daily Jane Austen : a year of quotes","Works","019575204","Monograph","Language material ; Text","Volume","GBB9H0305","","9780226655444","","","","","Austen, Jane, 1775-1817 [person] ; Looser, Devoney, 1967-, editor [person]","","","United States of America","Chicago","University of Chicago Press","2019","","1 volume, 19 cm","823.7","","Austen, Jane, 1775-1817--Quotations","Quotation or maxim","English","Additional physical form: ebook version. 9780226655581",""
"The daily Jane Austen : a year of quotes","Works","019576946","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB9H2045","","9780226655581","","","","","Austen, Jane, 1775-1817 [person] ; Looser, Devoney, 1967-, editor [person]","","","United States of America","Chicago","University of Chicago Press","2019","","1 online resource","823.7","","Austen, Jane, 1775-1817--Quotations","Quotation or maxim","English","Additional physical form: Print version. 9780226655444",""
"The definitive Jane Austen","Correspondence ; Persuasion ; Pride and prejudice ; Works. Selections","018277709","Monograph","Language material ; Text","Volume","GBB756838","","9788129143891","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","India","New Delhi","Rupa","2017","","1 volume, 20 cm","823.7","","Austen, Jane, 1775-1817","","English","",""
